14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
31,5
34,5
52,5
32,5
53,5
54,5
55,5
56,5
57,5
35,5
58,5
59,5
60,5
61,5
62,5
63,6
31,6
64,6
35,6
65,6
66,6
67,6
68,6
69,6
70,6
71,6
72,6
73,6
33,6
36,6
34,7
33,7
74,7
75,7
76,7
77,7
78,7
79,7
36,7
80,7
81,7
82,7
83,7
84,7
85,7
86,7
87,7
88,7
89,7
34,8
90,8
63,8
91,8
60,8
92,8
93,8
94,8
95,8
31,8
32,8
96,8
36,8
97,8
98,8
99,8
100,8
101,8
102,8
103,8
104,8
105,8
106,8
107,8
108,8
109,8
110,8
111,8
112,8
113,8
114,8
115,8
116,8
117,8
118,8
119,8
120,8
121,8
122,8
123,8
124,8
125,8
126,8
127,8
128,8
129,8
130,8
131,8
132,8
133,8
134,8
135,8
136,8
137,8
138,8
139,8
140,8
141,8
142,8
143,8
144,8
145,8
146,8
147,8
148,9
149,9
150,9
151,9
152,9
153,9
154,9
155,9
156,9
157,9
158,9
159,9
160,9
161,9
162,9
163,9
164,9
165,9
166,9
167,9
168,9
169,9
170,9
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,10
191,10
63,10
31,10
60,10
192,10
55,10
53,10
34,10
193,10
194,10
195,10
196,10
90,10
197,10
198,10
199,10
200,10
201,10
202,10
203,10
204,10
205,10
206,10
207,10
147,10
208,10
65,10
209,10
210,10
211,11
212,11
213,11
214,11
215,11
216,11
217,11
218,11
219,11
220,11
221,11
222,11
223,11
224,11
225,11
226,11
227,11
228,11
229,11
230,12
231,12
232,12
233,12
234,12
235,12
236,12
237,12
238,12
239,12
240,12
241,12
242,12
243,12
244,12
245,13
246,13
247,13
248,13
249,13
250,13
251,13
252,13
253,13
254,13
255,13
63,14
145,14
256,14
257,15
258,15
259,15
260,15
261,15
262,15
263,15
264,15
265,15
266,15
150,16
267,16
268,16
269,16
270,16
271,16
272,16
273,16
274,16
258,16
275,16
276,16
277,16
278,16
279,16
280,16
281,16
282,16
283,16
284,16
285,16
286,16
287,16
288,16
289,16
290,16
291,16
292,16
293,16
294,16
295,16
296,16
297,16
298,16
299,16
300,16
301,16
302,17
303,17
304,17
305,17
306,17
307,17
308,17
309,17
310,17
311,17
312,17
313,17
314,17
315,17
316,17
317,17
318,18
319,18
76,18
320,18
321,18
322,18
323,18
324,18
325,18
326,18
327,18
328,18
329,18
330,18
331,18
332,18
333,18
334,18
335,19
336,19
337,19
338,19
339,19
340,19
341,19
342,19
343,19
344,19
345,19
346,19
347,19
348,19
349,19
350,19
351,19
352,19
353,19
354,19
355,19
356,20
357,20
228,20
358,20
359,20
360,20
361,20
362,20
363,20
364,20
365,20
366,20
367,20
368,20
369,20
370,20
371,20
372,20
373,20
374,20
375,20
376,20
377,20
378,20
379,20
380,21
381,21
382,21
383,21
384,21
385,21
386,21
387,21
388,21
389,21
390,21
391,21
392,22
393,22
152,22
394,22
395,22
396,22
397,22
398,22
399,22
400,22
401,22
402,22
403,22
404,22
405,22
166,22
406,22
407,22
408,22
409,22
410,22
411,22
412,22
413,22
414,22
415,22
416,22
417,22
418,22
419,22
420,22
421,22
422,22
423,23
424,23
425,23
426,23
427,23
428,23
429,23
430,23
431,23
432,23
433,23
434,23
435,23
436,23
437,23
438,23
439,23
440,23
441,23
442,23
443,23
444,23
445,23
446,23
447,23
448,23
449,23
450,23
451,23
452,23
453,23
454,24
455,24
395,24
456,24
457,24
458,24
64,24
459,24
460,24
461,24
462,24
463,24
464,24
465,24
466,24
467,24
468,24
469,24
470,24
471,24
472,24
473,24
474,24
475,24
476,24
477,24
478,24
479,24
480,24
481,25
302,25
230,25
482,25
483,25
484,25
485,25
486,25
487,25
488,25
489,25
490,25
491,25
492,25
493,25
494,25
495,26
496,26
497,26
498,26
499,26
500,26
501,26
502,26
503,26
504,26
505,26
506,26
507,26
508,26
509,26
510,26
511,26
512,26
513,26
514,26
257,27
515,27
516,27
517,27
518,27
519,27
520,27
521,27
522,27
523,27
524,27
525,27
526,28
527,28
528,28
529,28
486,28
530,28
531,28
532,28
533,28
534,28
535,28
536,28
537,28
538,28
161,28
539,28
540,28
541,28
542,28
543,28
544,28
545,28
546,28
547,28
548,28
549,28
550,28
551,28
552,28
553,28
554,28
555,28
556,28
557,28
558,28
559,28
560,28
561,28
562,28
563,28
564,28
565,29
566,29
567,29
568,29
569,29
570,29
571,29
572,29
573,29
574,29
575,29
576,29
577,29
578,29
579,30
580,30
581,30
582,30
583,30
584,30
