1150,Law Abiding Citizen
1151,A Man Apart
1152,Spider-Man
1153,Spider-Man 2
1154,Fantastic Four
1155,Fantastic Four: Rise of the Silver Surfer
1256,The Bank Job
1257,Swordfish
1258,Click
1259,Wall Street
1260,Glengarry Glen Ross
1156,The Amazing Spider-Man
1157,White Chicks
1158,Big Momma's House 2
1159,Pirates of the Caribbean: At Worlds End
1160,Pirates of the Caribbean: Dead Man's Chest
1161,King Arthur
1162,"Honey, I Shrunk the Kids"
1163,Night at the Museum 2: Battle of the Smithsonian
1164,Magic Trip
1165,A Scanner Darkly
1166,Deliverance
1167,Into the Wild
1170,Breakfast with Hunter
1171,Reservoir Dogs
1172,"Kill Bill, Volume 2"
1173,Jackie Brown
1174,Burn After Reading
1175,The Machinist
1176,Mr. Brooks
1177,The Killer Inside Me
1178,Raging Bull
1179,Mean Streets
1180,Gran Torino
1181,Drive
1182,Leon: The Professional
1183,Watchmen
1184,The Dark Knight
1185,Once Upon a Time in America
1247,The Great Debaters
1248,Searching for Bobby Fischer
1186,The Tree of Life
1187,M*A*S*H
1188,Flags of Our Fathers
1189,We Were Soldiers
1190,Tears of the Sun
1191,Behind Enemy Lines
1192,Body of Lies
1210,Winter's Bone
1211,Unforgiven
1212,True Grit
1213,3:10 to Yuma
1193,Essential Killing
1194,Babel
1195,The Town
1196,Cinderella Man
1197,Hotel Rwanda
1198,The Business
1199,Shutter Island
1200,Romper Stomper
1242,Limitless
1244,Awakenings
1201,Animal Kingdom
1202,Higher Learning
1203,This Is England
1204,Escape from New York
1205,The Lost Boys
1206,Melancholia
1207,Down to the Bone
1208,Mystic River
1209,Changeling
1214,The Outlaw Josey Wales
1215,Hidalgo
1216,Grumpier Old Men
1217,Easier with Practice
1225,Wall Street: Money Never Sleeps
1226,Crash
1227,21 Grams
1228,Disturbia
1229,Quid Pro Quo
1230,Vanishing On 7th Street
1231,"Kiss Kiss, Bang Bang"
1232,Archie's Final Project
1233,The Usual Suspects
1234,The Maltese Falcon
1235,Starter for 10
1240,What's Eating Gilbert Grape
1241,Forrest Gump
1245,Stalag 17
1246,Spellbound
1249,Music of the Heart
1250,Autumn in New York
1251,Nights in Rodanthe
1252,The Twilight Saga: New Moon
1253,The Twilight Saga: Eclipse
1254,Underworld: Evolution
1255,The Italian Job
1262,I Am Legend
1263,Pay It Forward
1264,Reign Over Me
1265,Daddy's Little Girls
1266,My Girl
1267,The Devil's Double
1268,North Country
1269,GasLand
1270,Morning Glory
1271,Reality Bites
1272,Billy Madison
1273,Mr. Deeds
1275,Just Go with It
1276,A Fish Called Wanda
1277,Chocolat
1278,The Hedgehog
1279,What the Bleep Do We Know!?
1280,He's Just Not That Into You
1281,New Year's Eve
1282,Music and Lyrics
1283,The Messenger
1285,Legends of the Fall
1286,Brothers (Brodre)
1287,Things We Lost in the Fire
1288,The Perfect Man
1289,Raise Your Voice
1291,My Family
1292,Clueless
1293,Sense and Sensibility
1294,Maid in Manhattan
1295,Failure to Launch
1296,What Happens in Vegas
1322,The Last Song
1323,One Missed Call
1324,Scream 2
1325,Saw VI
1326,The Final Destination
1297,She's Out of My League
1298,Along Came Polly
1299,Just My Luck
1300,Grease
1301,Yes Man
1302,Swingers
1303,She-Devil
1304,My Best Friend's Wedding
1305,"Definitely, Maybe"
1306,Going the Distance
1307,The Wedding Planner
1308,Something Borrowed
1309,Sex and the City 2
1310,Confessions of a Shopaholic
1311,How Do You Know
1312,Solitary Man
1313,My Week with Marilyn
1314,17 Again
1315,The Ghosts of Girlfriends Past
1316,An Affair to Remember
1317,Vitus
1318,The Soloist
